start	end	text
2880880	2884820	или rocks db, как раз вот за счет вот этих вот ее фишек.
2885700	2891140	Очень жестко структурированные транзакции, прибитые прям гвоздями, там, по размеру,
2891220	2895400	по времени исполнения, предсказуемая вот эта компактификация, как бы,
2895620	2901440	и отсутствие таких производительности просадок таких жестких, вот.
2901520	2903660	Потому что для блокчейна это смерти подобно.
2904280	2910360	Если вы можете какой-то транзакции вызвать, не знаю, залипание блокчейн ноды
2910880	2914140	в очень серьезное время, как бы, вы, по сути, атаковали блокчейн.
2914340	2919920	Вот, если найдете такую штуку, вот, можете приватно отрепортить, как бы, разработчикам,
2920020	2920780	получите баунти.
2922660	2929740	Теперь, опять же, с этой точки зрения, тоже, как бы, у кого не было, у кого не было баз данных,
2930280	2932020	объясню, что такое хранимая процедура.
2932280	2938480	Хранимая процедура – это как раз вот эта вот пачка вставок, делитов, еще какая-то логика,
2938480	2940780	там, типа, если, как бы, там, не знаю, там, денег.
2940880	2945820	Больше нуля, то еще сделать вставку в такую-то таблицу, и так далее, и так далее.
2946320	2947440	Там, проапдейтить.
2947880	2953420	И вся вот эта вот штука, она, по сути, лежит в базе данных, прям код, как бы, вот этой вот процедуры,
2953540	2958640	он прям лежит прямо в SQL-базе данных, и вы вызываете его названием функции.
2958700	2964860	Ну, например, в Тинькофф, как бы, приносите деньги, там, не знаю, там, оплата, как бы, за кредит.
2965280	2970380	У него в базе вызывается вот эта вот хранимая процедура, что же это про сейджи,
2970880	2978540	как бы, увеличит вам баланс, потом, там, типа, удалит, там, типа, задолженность за текущий месяц,
2978800	2981780	за current month, там, не знаю, платеж, например, если за кредит.
2982460	2987300	Типа, если, как бы, там, остались еще деньги, как бы, на кредите,
2987420	2992380	то он вам еще добавит, короче говоря, еще план платежей на следующий месяц,
2992900	2995260	проапдейтит ваш кредитный рейтинг.
2995860	2999600	И исполняться вот эта функция, она будет тоже, как бы, атомарной.
3000400	3000840	Да.
3000880	3004680	То есть либо выполнится, либо целиком не выполнится, как бы,
3004740	3009260	либо целиком выполнится, то есть для того, чтобы целостность в базе данных обеспечена.
3009400	3011600	Такие штуки называются хранимые процедуры.
3012980	3016100	Вот, там, по-разному, там, вот, там, вызывают в разных базах,
3016180	3020980	там, где функции, где хранимые процедуры, вот, в общем, там, терминологии, как бы, очень много.
3021660	3025260	Но, по сути, это, как бы, пачка атомарных действий с...
3025900	3028400	Атомарная пачка действий из базы данных.
3028860	3030640	И смарт-контракты очень похожи на вот эти...
3030880	3032640	хранимые процедуры. То есть если просто
3032640	3034540	рассматривать эфир как базу данных, то как бы
3034540	3036420	смарт-контракт это, можно сказать, как бы в нем
3036420	3038560	хранимые процедуры. Транзакции,
3038640	3040120	это понятно, как бы пишущие,
3040480	3042800	это транзакции, которые пишут
3042800	3044720	в базу, то есть такая же
3044720	3046700	аналогия. Консенсус
3046700	3049140	алгоритма это репликация мастер-мастер,
3050260	3050660	то есть точно
3050660	3052700	так же как бы то, что здесь
3052700	3054760	у нас ноды для того, чтобы
3054760	3056820	договориться о том, как бы
3056820	3058740	принять блок или не
3058740	3060540	принять блок, использовать для этого как бы
3060540	3062540	деньги какие-то там, я не знаю,
3062660	3064460	там Proof of Work или там Kilowatt,
3064560	3066600	или там в Proof of Stake договариваться
3066600	3068820	как бы входишь ли ты в список валидаторов,
3068880	3070480	за которые деньгами проголосовали.
3070880	3072340	Это на самом деле второй вопрос.
3073580	3074940	Здесь просто получается
3074940	3076180	решать вот эту проблему
3076180	3078720	распределенного консенсуса этой репликации
3078720	3080780	при помощи экономических механизмов.
3080780	3082780	Потому что многие действия как бы просто
3082780	3084680	невыгодны большинству участников.
3086020	3086840	Вот. А
3086840	3088680	по сути это как бы и есть та самая
3088680	3090080	репликация мастер-мастер,
3090080	3092200	причем это на
3092200	3094520	низком уровне это репликация
3094520	3096040	LevelDB, ну там или
3096040	3098360	ROXDB, там неважно, какие вы или базы данных
3098360	3100360	как бы получаются, на самом деле как бы по сути
3100360	3102580	это механизм репликации
3102580	3104260	для вот этих вот баз данных, так если
3104260	3105900	прям совсем как бы на пальцы.
3107440	3107860	Вот.
3108120	3110300	Тогда в этом случае наш write a headlock
3110300	3112180	вот этот, в который мы как бы складируем
3112180	3114000	транзакции одни за другой, потом их
3114000	3116500	оформляем как бы в пачки и накатываем
3116500	3117920	их, то есть на там
3117920	3118520	чекпоинт,
3120080	3122080	то как бы вот это вот наш пул транзакций
3122080	3124140	в P2P, который висит
3124140	3125940	полностью такой публичный,
3126620	3127800	а чекпоинты
3127800	3128980	и коммиты в этом
3128980	3132440	в этом write a headlock
3132440	3134080	это по сути как бы новые блоки.
3134920	3135920	То есть произвели блок,
3136040	3138140	взяли вот такое вот количество транзакций,
3138740	3139840	а тамарных накатили
3139840	3142080	как бы на state database, если потом блок
3142080	3143780	нам не понравился, мы его откатили
3143780	3144960	так же как бы а тамарных.
3145700	3148000	Там вернулись вот сюда как бы к предыдущему
3148000	3148920	как бы чекпоинту.
3150080	3153100	Это к тому, что
3153100	3154980	как бы блокчейн не какие-то там
3154980	3157020	космолеты, а на самом деле в общем по сути
3157020	3158740	используют штуки, которые
3158740	3161020	большие, там крупные
3161020	3162880	как бы сайты, высоконагруженные
3162880	3164900	приложения, как бы используют уже годами.
3165080	3166320	То есть там уже очень много
3166320	3169120	всего сделано. Там под капотом на самом
3169120	3170700	деле все те же самые механизмы
3170700	3172020	находятся.
3173200	3174500	Вот это про как бы
3174500	3176640	аналогии с базой данных.
3178320	3179240	Теперь про
3179240	3180060	сам шаг.
3180080	3182120	Смарт-контракт. Так, давайте по прошлому.
3182280	3183860	Материалы есть? Какие-то вопросы?
3189960	3190520	Тишина.
3191240	3191720	Все понятно.
3192160	3194380	Да, вопросов нет. Отлично.
3195420	3196560	Так, я еще хотел узнать
3196560	3200360	как идет ли у нас
3200360	3202000	запись. Да, идет. Отлично.
3202480	3203700	Так, поехали.
3203980	3204860	Вращаю обратно.
3208180	3209960	Теперь что же
3210080	3212120	с собой представляется собственно сам
3212120	3214400	смарт-контракт? Что на них можно
3214400	3216080	делать? Тоже немножко сегодня
3216080	3216840	поговорим.
3218600	3220120	Вернемся обратно как бы
3220120	3222180	к той нашей как бы прошлой табличке.
3222560	3224100	Что значит у нас там был Вася,
3224580	3226520	у него соответственно
3226520	3227900	был баланс эфира,
3228840	3230320	у него был анонс
3230320	3232040	счетчик его транзакций,
3232680	3234320	у него не было никакого кода,
3235400	3236480	вот, у него не было
3236480	3237960	никакого там сториджа.
3240080	3242440	Вот. И потом он задеплоил
3242440	3243740	смарт-контракт в сеть.
3244200	3246060	У этого смарт-контракта появился
3246060	3248620	адрес, что очень важно. То есть у смарт-контрактов
3248620	3249300	есть адрес.
3250020	3252260	У него есть баланс эфира. Когда он создал
3252260	3253940	он, например, был ноль, как бы, но
3253940	3256220	в принципе, если контракт позволяет
3256220	3258060	его код принять себе
3258060	3259760	как бы эфир, то он может как бы быть
3259760	3262040	и не нулевым. У него тоже
3262040	3263720	есть нонс у этого контракта.
3264160	3266040	Он меняется, если контракт
3266040	3267960	создает другие контракты, то есть
3267960	3270040	деплоит как бы там следующие,
3270080	3271840	как бы там контракты, то у него
3271840	3272720	нонс меняется.
3274040	3274480	Вот.
3275860	3277320	У него есть байт-код.
3278980	3279940	То есть прям вот
3279940	3281500	как, не знаю, как содержимое
3281500	3283120	экзешника, грубо говоря, по сути.
3284340	3285940	Машинные инструкции, как бы, которые
3285940	3286920	исполняются EOM.
3287800	3289860	А, и этот код, как бы, может обращаться
3289860	3291620	к своему собственному сториджу,
3291780	3293760	который представляет собой k-value.
3293960	3294780	Я вообще решил, наверное,
3295340	3298120	ну, я раньше всегда рисовал вот так вот,
3298120	3300060	типа кусочки в этом k-value, там, типа,
3300080	3302020	что у адреса один, там, такие-то данные,
3302080	3304340	у адреса два, как бы, вторые, другие данные.
3304840	3306100	Но это вообще не очень правильно,
3306440	3308020	когда я вам рисую, как бы,
3308080	3310020	ну, я очень люблю вот эту картинку,
3311040	3312040	когда здесь, типа, код,
3312300	3314080	а здесь у нас записано, типа, что там
3314080	3316040	у Васи, как бы, 100 токенов, значит,
3316140	3318440	а у Пети 200 токенов.
3318500	3320020	Вот просто может, как бы, показаться,
3320140	3322120	что они один за другим идут,
3322220	3324180	как бы, вот эти вот адреса, там, как-то в памяти
3324180	3325840	они, там, располагаются рядом.
3326120	3328040	На самом деле, ну, не так.
3328040	3330020	То есть вся адресация, она именно k-value,
3330080	3332240	то есть у этого есть ключ, как бы,
3332400	3333500	у этого есть ключ,
3334240	3336240	а value является,
3336320	3337280	как бы, вот этой вот штукой.
3337680	3340000	Вот, может, какой-то другой способ изобретать, рисовать
3340000	3341640	эту вещь. Вот.
3343500	3343980	Значит,
3344280	3348000	очень важная, как бы, история о том,
3348160	3349400	как устроен
3349400	3351920	storage-контракт. Это штука
3351920	3353820	такая, как бы, тоже
3353820	3355160	относится к тому, что я сейчас
3355160	3356340	рисовал.
3358120	3358600	Смотрите,
3359280	3359900	у меня,
3360080	3362680	один и тот же код, у меня есть какая-нибудь переменная,
3362680	3364680	variable a,
3364680	3368280	значит, она где-то, как бы, в storage-е находится.
3368280	3370280	Вот, вот здесь, вот у меня, вот здесь,
3370280	3372280	ссылается, как бы, на переменную a.
3372280	3374280	У меня там записано 100.
3374280	3376280	Как бы, потом я говорю a равно 200,
3376280	3378280	как бы, здесь становится 200.
3378280	3380280	И
3380280	3382280	вот этот вот код, представьте,
3382280	3384280	что он...
3384280	3386280	Ой, простите.
3386280	3388280	Тихо, ну.
3388280	3389280	Что этот код, он, как бы, не имеет никакого значения.
3389280	3391280	Что этот код, он, на самом деле, находится
3391280	3393280	на большом количестве разных компьютеров
3393280	3395280	с разной архитектурой.
3395280	3397280	Если бы мы этот код
3397280	3399280	запускали, как бы, в разных, там,
3399280	3401280	ну, не знаю, там, на JS
3401280	3403280	и в разных браузерах, на
3403280	3405280	C++, короче говоря, на разных
3405280	3407280	машинах, то у нас у этой
3407280	3409280	переменной каждый раз бы выделялся
3409280	3411280	определенный адрес памяти, какой-нибудь, там,
3411280	3413280	0x, там, не знаю, там,
3413280	3415280	fa0000001,
3415280	3417280	кто там на C, там, прогал.
3417280	3419280	Вот.
3419280	3421280	И эти адреса
3421280	3423280	этой переменной, они, на самом деле,
3423280	3425280	были бы разные. То есть в другом контракте,
3425280	3427280	как бы, по D2A было бы
3427280	3429280	выделено, было бы выделено другое
3429280	3431280	место в памяти с другим
3431280	3433280	адресом, там, и так далее, и так далее.
3433280	3435280	Значит, для того, чтобы
3435280	3437280	даже storage,
3437280	3439280	как бы, имел полностью детерминированный
3439280	3441280	вид на всех, как бы, компьютерах,
3441280	3443280	переменные в смарт-контрактах,
3443280	3445280	все внутренние, как бы, они адресуются
3445280	3447280	исключительно по ключу. Вот.
3447280	3449280	Причем довольно просто.
3449280	3451280	Смотрите, у меня есть смарт-контракт,
3451280	3453280	я объявил в нем первую переменную
3453280	3455280	размером,
3455280	3457280	ну, здесь у нас
3457280	3459280	все будет размером 256 бит,
3459280	3461280	практически все по дефолту, то есть любые
3461280	3463280	данные размером 256 бит, любые
3463280	3465280	ключи размером 256 бит.
3465280	3467280	Сейчас объясню, почему.
3467280	3469280	Я создал первую
3469280	3471280	переменную, и
3471280	3473280	грубо говоря, так называемый
3473280	3475280	слот, есть такое, как бы,
3475280	3477280	понятие в смарт-контрактах, вот этот вот слот,
3477280	3479280	как бы, его адрес
3479280	3481280	будет равен хэшу,
3481280	3483280	вот тот самый, как бы, там,
3483280	3485280	алгоритм хэширования, от
3485280	3487280	адреса контракта и
3487280	3489280	номера вот этого слота.
3489280	3491280	Вот это, как бы, называется слот
3491280	3493280	номер. Я
3493280	3495280	переменную a объявил первой, как бы, она
3495280	3497280	заняла слот 0.
3497280	3499280	Она стала, как бы, вот сюда. То есть
3499280	3501280	слот номер-то, конечно, 0,
3501280	3503280	и когда я создам, как бы,
3503280	3505280	переменную b, скажу, что там
3505280	3507280	b равно a,
3507280	3509280	и она у меня, переменная b, как бы,
3509280	3511280	попадет в слот номер 1,
3511280	3513280	хэш от контракта и от
3513280	3515280	единицы. Вот здесь у меня будет
3515280	3517280	переменная a, здесь будет переменная b,
3517280	3519280	которая там будет равна,
3519280	3521280	там, не знаю, там, 200.
3521280	3523280	Тем не менее,
3523280	3525280	то есть сам адрес
3525280	3527280	вот этой вот ячейки в сторидже,
3527280	3529280	он будет хэшом
3529280	3531280	от адреса контракта и
3531280	3533280	единицы.
3533280	3535280	Для чего это сделано?
3535280	3537280	Это сделано, чтобы на низком уровне
3537280	3539280	в той же самой k-value базе данных,
3539280	3541280	да, в нашей leveldb или roxdb
3541280	3543280	один и тот же
3543280	3545280	контракт работал всегда,
3545280	3547280	ну, чтобы вот эту информацию
3547280	3549280	о сторидже контракта хранить в
3549280	3551280	k-value базе данных.
3551280	3553280	То есть я на другом компьютере
3553280	3555280	синканул блокчейн,
3555280	3557280	накатил, как бы, свою state database,
3557280	3559280	у меня там вот по вот этому адресу
3559280	3561280	лежит переменная a
3561280	3563280	от моего контракта,
3563280	3565280	а по этому адресу
3565280	3567280	лежит переменная b от адреса.
3567280	3569280	Ну, от адреса контракта.
3569280	3571280	Я могу всегда ее найти.
3571280	3573280	И это будет абсолютно
3573280	3575280	одинаково на всех компьютерах.
3575280	3577280	То есть даже, как бы, значения переменных
3577280	3579280	вот эти, они, по сути, будут в блокчейне
3579280	3581280	реплицироваться через обновление
3581280	3583280	вот этой вот state database.
3583280	3585280	То есть кто-то выполнит транзакцию,
3585280	3587280	запишет что-то в b,
3587280	3589280	у b появится слот
3589280	3591280	в сторидже, этот слот
3591280	3593280	в сторидже, по сути, займет, как бы,
3593280	3595280	определенную, ну, там,
3595280	3597280	определенную данную
3597280	3599280	и запишет, как бы, вот в этот вот leveldb,
3599280	3601280	и
3601280	3603280	вот этот ключ значения,
3603280	3605280	они будут реплицированы.
3605280	3607280	Ну, и, конечно, войдет в state root, будет включено
3607280	3609280	в блок, там, и так далее. То есть каждые такие
3609280	3611280	операции вот с этими переменами,
3611280	3613280	которые находятся в сторидже,
3613280	3615280	они все выполняются в консенсусе.
3617280	3619280	То есть все изменения их
3619280	3621280	реплицируются. Это довольно,
3621280	3623280	как бы, важная штука, чтобы понимать, как бы,
3623280	3625280	что там внутри контрактов происходит.
3625280	3627280	То есть это, по сути,
3627280	3629280	как бы, не оперативная
3629280	3631280	память. Очень любят, как бы,
3631280	3633280	там, контракт, как бы, выглядит
3633280	3635280	так это по коду, как бы, что я
3635280	3637280	объявил переменную, она у меня равна, там,
3637280	3639280	тому-то, тому-то, но она там как-то сохраняется.
3639280	3641280	На самом деле это именно
3641280	3643280	сторидж.
3643280	3645280	Сторидж это то, что аналог,
3645280	3647280	я не знаю, записи на диск
3647280	3649280	в реальной программе. Вот.
3649280	3651280	А так у контракта, конечно же,
3651280	3653280	есть у него, как бы, и оперативная
3653280	3655280	память, memory,
3655280	3657280	ему же там что-то надо делать, ему надо
3657280	3659280	там, там, циклы какие-то делать, там,
3659280	3661280	что-то там разворачивать в память, массивы
3661280	3663280	в них там создавать, значит, бегать по ним,
3663280	3665280	что-то там считать и так далее. То есть там
3665280	3667280	тоже есть выделение памяти,
3667280	3669280	локация этой памяти,
3671280	3673280	ну, под определенные вещи. Ну, понятно,
3673280	3675280	есть, конечно, там и del-локация,
3675280	3677280	как бы, памяти, как бы, но она автоматом
3677280	3679280	происходит, когда транзакция завершается,
3679280	3681280	провод, все это выкидывается.
3681280	3683280	А так, по-хорошему, есть, да, действительно,
3683280	3685280	как бы, оперативная память. Поэтому не путайте, как бы,
3685280	3687280	memory есть в смарт-контрактах,
3687280	3689280	как бы, memory это
3689280	3691280	отдельная история. Это то,
3691280	3693280	что на момент исполнения одной функции,
3693280	3695280	как бы, есть у контракта,
3695280	3697280	то есть оперативная память,
3697280	3699280	а есть storage.
3699280	3701280	Вот, и
3701280	3703280	поэтому там часть переменных, как бы, относится
3703280	3705280	к storage, как бы, а часть переменных вы можете
3705280	3707280	объявить, как бы, в памяти.
3707280	3709280	Вот, это такая довольно важная штука.
3709280	3711280	То, что storage в случае успешного
3711280	3713280	завершения функции, если не будет
3713280	3715280	реверта, как бы, оно сохраняется,
3715280	3717280	так и вы, любая из данных, то есть вы присвоили
3717280	3719280	а, там, 200, как бы, и оно будет
3719280	3721280	все время 200, как бы, всегда,
3721280	3723280	как бы, во всех следующих функциях вы
3723280	3725280	обращаетесь к а, как бы, получите 200,
3725280	3727280	там, через 100 блоков, там, если
3727280	3729280	где-то обменений не было.
3729280	3731280	Вот. Это такое, как бы,
3731280	3733280	персистентное хранилище.
3733280	3735280	Значит,
3735280	3737280	сам код смарт-контрактов
3737280	3739280	мы сейчас тоже будем смотреть.
3739280	3741280	Давайте, может, прям сразу
3741280	3743280	сходим, какой-нибудь там глянем.
3743280	3745280	Простенький.
3745280	3747280	RapidEther. Вот здесь можно
3747280	3749280	посмотреть контракт его.
3749280	3751280	Там есть, правда, там
3751280	3753280	по-дурацки довольно. Sorry, там.
3753280	3755280	Не знаю, как побольше сделать.
3755280	3757280	То есть, вот так.
3757280	3759280	Значит,
3759280	3761280	так, тоже кратко, как бы, если по этой
3761280	3763280	штуке, как бы, пробежаться, то
3763280	3765280	на самом деле, в уме, как бы,
3765280	3767280	слово контракт можно заменить на слово
3767280	3769280	класс. Прям, вот, как
3769280	3771280	C++ класс. Здесь, действительно,
3771280	3773280	работает изо всех сил
3773280	3775280	объект-ориентированное программирование.
3775280	3777280	Солидить — это объект-ориентированный язык.
3777280	3779280	Что мы еще,
3779280	3781280	как бы, знаем, что у нас есть
3781280	3783280	в объект-ориентированных языках?
3783280	3785280	У нас есть конструкторы.
3785280	3787280	Здесь они тоже есть. То есть,
3787280	3789280	в тот момент, когда вы будете
3789280	3791280	деплоить, размещать вот этот ваш код,
3791280	3793280	как бы, у вас выполнится код конструктора,
3793280	3795280	который инициализирует какие-то базовые вещи
3795280	3797280	в сторидже.
3797280	3799280	У нас есть публичные
3799280	3801280	и приватные переменные.
3801280	3803280	Вот здесь тоже, как бы, есть там public.
3803280	3805280	Здесь, там, три вида, как бы, переменных.
3805280	3807280	Вот.
3807280	3809280	Имеются области видимости.
3809280	3811280	Если это public, вы можете снаружи к ней обратиться,
3811280	3813280	получить ее значение, использовать там
3813280	3815280	каких-то там внешних функций.
3815280	3817280	Если она private, то вы ее можете только
3817280	3819280	внутри контракта использовать.
3819280	3821280	Вот, снаружи не можете запросить.
3821280	3823280	Здесь есть,
3823280	3825280	ну, типы данных,
3825280	3827280	там, все это мы с вами как раз
3827280	3829280	на следующей лекции будем смотреть.
3829280	3831280	То есть, самые, как бы,
3831280	3833280	типовые солидите паттерны.
3833280	3835280	Здесь есть ассоциативные массивы,
3835280	3837280	там, массивы, как бы,
3837280	3839280	с динамическим размером,
3839280	3841280	фиксированной длины.
3841280	3843280	Вот.
3843280	3845280	Есть, соответственно, функция,
3845280	3847280	вот, собственно, их название.
3847280	3849280	У них тоже есть
3849280	3851280	области видимости.
3851280	3853280	Вот, есть всякие там ключевые словечки.
3853280	3855280	Например, payable означает, что можно вызвать эту функцию
3855280	3857280	и прислать в нее эфир.
3857280	3859280	То есть, я могу
3859280	3861280	создать транзакцию, сказать, вызываю функцию
3861280	3863280	deposit и прикладываю к этому вызову
3863280	3865280	10 эфира.
3865280	3867280	Вот. Соответственно,
3867280	3869280	контракт, если эту функцию правильно обработает,
3869280	3871280	он съест мои 10 эфира,
3871280	3873280	увеличит свой баланс на 10,
3873280	3875280	как бы, запишет там,
3875280	3877280	что-то себе, как бы, в storage про то, что
3877280	3879280	я принес 10 эфира.
3879280	3881280	Вот. Ну и, соответственно, функция там
3881280	3883280	закончится. Вот.
3883280	3885280	И есть функции
3885280	3887280	getter'ы, а есть функции
3887280	3889280	setter'ы. Так, чтобы я точно,
3889280	3891280	как бы, ничего не забыл.
3891280	3893280	Кстати, уберу вот это
3893280	3895280	окно, мне клип мешает.
3895280	3899280	Есть функции getter'ы, есть setter'ы.
3899280	3901280	Значит, getter'ы, вот это ключевое
3901280	3903280	слово view, это, по сути,
3903280	3905280	функции, которые ничего
3905280	3907280	не записывают.
3907280	3909280	И у людей сразу, соответственно, вопрос, блин,
3909280	3911280	ты же говорил, типа, что в блокчейне за все
3911280	3913280	платят, как бы, а что, за вызов
3913280	3915280	этой функции не платят?
3915280	3917280	Ну вот, да, здесь есть
3917280	3919280	проблема, за вызов этой функции не платят.
3919280	3921280	То есть, если я хочу вызвать total supply
3921280	3923280	у какого-нибудь контракта,
3923280	3925280	вот, смотрите, в rapid-эфир,
3925280	3927280	давайте у него вызовем функцию total supply.
3927280	3929280	ReadContract
3929280	3931280	здесь функция. Вот я хочу, короче, вызвать
3931280	3933280	у него функцию total supply, вот он ее возвращает.
3933280	3935280	Вот столько-то в rapid-эфире
3935280	3937280	было, соответственно, там, выдано,
3937280	3939280	там, напечатано пользователям
3939280	3941280	и так далее.
3941280	3943280	Как называется этот токен,
3943280	3945280	сколько у него десятичных знаков после запятой
3945280	3947280	и так далее.
3947280	3949280	Какой баланс этого эфира у какого-то адреса.
3949280	3951280	На эти вопросы,
3951280	3953280	на вот эти вот view'ы
3953280	3955280	мне нода отвечает,
3955280	3957280	в общем-то, бесплатно.
3957280	3959280	То есть, у меня
3959280	3961280	вот мой вот этот metamask,
3961280	3963280	мой клиент, как бы,
3963280	3965280	он идет на ноду,
3965280	3967280	он делает jsonrpc,
3967280	3969280	как бы, запрос, говорит
3969280	3971280	дай-ка мне функцию total supply
3971280	3973280	total supply
3973280	3975280	вот у этого контракта
3975280	3977280	и нода просто, как бы, лезет, соответственно,
3977280	3979280	сюда, там, в storage этого контракта
3979280	3981280	вызывает вот эту view'шную функцию,
3981280	3983280	которая view читает это значение,
3983280	3985280	как бы, отдает его мне бесплатно,
3985280	3987280	потому что никаких записей в блокчейн
3987280	3989280	произведено не было,
3989280	3991280	ни за что платить не надо,
3991280	3993280	никакие блоки сформированы не были,
3993280	3995280	но и, как бы,
3995280	3997280	view функции, они, по сути,
3997280	3999280	бесплатны.
3999280	4001280	Тут есть некоторая такая,
4001280	4003280	некоторый обман, потому что
4003280	4005280	по поводу того, что они бесплатны,
4005280	4007280	потому что, ну, они могут быть
4007280	4009280	не совсем бесплатны,
4009280	4011280	если у вас внутри вот здесь вот есть, как бы,
4011280	4013280	функция, которая пишет в write,
4013280	4015280	и она, как бы, внутри себя
4015280	4017280	вызывает
4017280	4019280	вот эту вот view функцию,
4019280	4021280	ну, которая считает, например, вот это вот
4021280	4023280	total supply.
4023280	4025280	То есть она ее вызывает
4025280	4027280	и потом использует ее результат.
4027280	4029280	Тогда, как бы, когда
4029280	4031280	майнер будет исполнять, как бы, вот эту штуку,
4031280	4033280	он, конечно, зайдет вот в эту функцию
4033280	4035280	и с удовольствием
4035280	4037280	вычитает с вас денежки
4037280	4039280	за то, что ему пришлось, там, лезть
4039280	4041280	в storage, что-то там обращаться,
4041280	4043280	число получать, там, load делать,
4043280	4045280	как бы, и так далее.
4045280	4047280	То есть вот эта вот стоимость, как бы, этой функции,
4047280	4049280	она все-таки будет приплюсована к газу.
4049280	4051280	Так что, как бы, view не то, чтобы
4051280	4053280	прям вот прям совсем бесплатный.
4053280	4055280	Если их использовать внутри, как бы,
4055280	4057280	других пишущих функций, они платные.
4057280	4059280	А если вы снаружи, как бы, дергаетесь,
4059280	4061280	то, пожалуйста, как бы, запрашивайте.
4061280	4063280	На здоровье, как бы, они, ну,
4063280	4065280	они открыты.
4065280	4067280	Вот.
4067280	4069280	Еще довольно важный, как бы,
4069280	4071280	кусок контракта
4071280	4073280	это так называемые ивенты.
4073280	4075280	Это такие, как бы,
4075280	4077280	события,
4077280	4079280	такой, можно сказать, как бы, особый вид
4079280	4081280	сториджа. Это, как бы, у нас будет
4081280	4083280	называться сторидж.
4083280	4085280	Грубо говоря,
4085280	4087280	ивенты это лог,
4087280	4089280	давайте я вот здесь, там, напишу, как бы,
4089280	4091280	это лог событий
4091280	4093280	контракта. То есть просто,
4093280	4095280	как бы, он тоже фиксируется
4095280	4097280	в блокчейне. То есть то, что у вас, как бы,
4097280	4099280	произошло вот здесь, вот,
4099280	4101280	emit, где у нас там.
4101280	4103280	Вот здесь, по сути,
4103280	4105280	вызывается ивент.
4105280	4107280	Ну, там, в новых версиях Solidity, на самом деле,
4107280	4109280	тут надо явно ключевое слово
4109280	4111280	emit писать.
4111280	4113280	Типа, произвести событие
4113280	4115280	withdraw.
4115280	4117280	То есть, вот этот чувак, msg sender,
4117280	4119280	адрес отправителя,
4119280	4121280	вывел столько-то
4121280	4123280	вот этих вот вадов. Ну, там, вывел
4123280	4125280	такое-то количество эфира, если все
4125280	4127280	хорошо, если здесь нигде ничего не упало.
4127280	4129280	Вот.
4129280	4131280	То тогда в этом логе появится
4131280	4133280	сообщение withdraw.
4133280	4135280	Withdraw, там, адрес,
4135280	4137280	там, не знаю, 100 токенов. Потом пришел другой
4137280	4139280	чувак, сделал, там, депозит,
4139280	4141280	там, A2, там, не знаю, там, 10.
4141280	4143280	И так далее, и так далее.
4143280	4145280	То есть это лог, который
4145280	4147280	привязан к контракту.
4147280	4149280	Вот здесь вот.
4149280	4151280	И, ну, в чем, как бы, его
4151280	4153280	важность? Во-первых, он
4153280	4155280	дешевый. Вот.
4155280	4157280	То есть он стоит дешевле, чем записать сюда
4157280	4159280	то, что вот, короче, вот этот чувак,
4159280	4161280	значит, положил 100 токенов, и это
4161280	4163280	его, там, депозит. Понятно, что здесь
4163280	4165280	значение, как бы, есть. Но
4165280	4167280	писать в лог, во-первых, дешевле. По газу,
4167280	4169280	там, 3000 плюс, там, количество
4169280	4171280	за каждый байт данных придется
4171280	4173280	заплатить. Во-вторых, из
4173280	4175280	контракта сходить в лог нельзя.
4175280	4177280	То есть контракт не может, как бы,
4177280	4179280	сходить и посмотреть, какие события произошли
4179280	4181280	вот в том контракте. Как бы, дай мне список,
4181280	4183280	там, ивентов, что-то отфильтровать. То есть
4183280	4185280	это такая, как бы, более, более тупое, как бы,
4185280	4187280	хранилище, которое просто сохраняет,
4187280	4189280	как бы, эти ивенты. Но они крайне удобные,
4189280	4191280	для клиентов.
4191280	4193280	То есть, когда я ходил вот сюда, там,
4193280	4195280	на компаунд,
4195280	4197280	на самом деле, когда я вам сказал, типа,
4197280	4199280	я подписался, типа, на
4199280	4201280	транзакцию, на самом деле,
4201280	4203280	чуть-чуть я схитрил, потому что
4203280	4205280	интерфейс подписался на
4205280	4207280	события, коллатер был
4207280	4209280	включен, или, там,
4209280	4211280	типа, деньги были положены. Как бы, он
4211280	4213280	подписался на вот это событие с
4213280	4215280	моим адресом. То есть, он подписался,
4215280	4217280	типа, и на попсабе висит
4217280	4219280	и ждет, когда произойдет
4219280	4221280	ивент, как бы, что
4221280	4223280	вот этот вот чувак, как бы, сделал
4223280	4225280	какой-то, там, не знаю, депозит.
4225280	4227280	И, соответственно, он висит, как бы,
4227280	4229280	с нодой общается, как бы, ждет, пока нода,
4229280	4231280	как бы, ему пришлет апдейт. Да, такое событие
4231280	4233280	произошло, вот этот ивент, как бы,
4233280	4235280	и, соответственно, можно, там, не знаю, извести
4235280	4237280	вот этот флажок. Поэтому
4237280	4239280	ивенты — это крайне важная штука
4239280	4241280	именно для, именно, взаимодействия
4241280	4243280	с блокчейном. Чем
4243280	4245280	еще они вам будут интересны,
4245280	4247280	как бы, эти ивенты? Это, если вы собираетесь
4247280	4249280	что-то там анализировать в блокчейне,
4249280	4251280	собирать, там, типа, не знаю,
4251280	4253280	инфу, короче, кто, какие,
4253280	4255280	там, какие были, там, не знаю, там,
