start	end	text
1587760	1592760	А это, может, и технически вычислительно невозможно, как бы, или там нереально, там, по другим причинам.
1592800	1594600	Это мы с вами в консенсусах посмотрим.
1595320	1595500	Вот.
1595540	1600500	Но важно понимать, во-первых, что блокчейн, что блоки – это вот такая вот структура.
1600500	1607940	Она правильно называется DAG – Direct Acyclic Graph, то есть направленный ациклический граф.
1608900	1621040	У которого все связи направлены в одну сторону, поэтому он направленный, и нету кольцевых связей, то есть нету замкнутых конкурсов, поэтому он ациклический.
1621880	1622160	Вот.
1622200	1625800	Такой, как, не знаю, как канат, разлохмаченный, как бы, на конце.
1625800	1632200	Ну, вот здесь есть, да, какие-то старые ответвления, как бы, там, может, там, где-то здесь, там, не знаю, какие-то старые, как бы, цепочки.
1633160	1633560	Вот.
1633720	1637520	Ну, вот такого вида, как бы, блокчейн собой представляет.
1637880	1638800	То есть любой момент имеет...
1638900	1648260	Как бы, какой-то набор блоков, вы всегда можете по нему пройти, и пройти по одной и только одной цепочке.
1648760	1652900	Причем, опять же, что важно, никакие внешние данные здесь не работают.
1653780	1656840	То есть никаких внешних сервисов, никто ничего не опрашивает.
1656960	1660900	То есть все решения принимаются строго на тех данных, которые есть в блоках.
1662360	1665080	То есть алгоритм по-другому не работает.
1665080	1668260	То есть блокчейн опирается строго на то, что есть только в блокчейне.
1668360	1668460	Все.
1668900	1671080	И это с внешним миром никак не связано.
1671740	1676340	Данные из внешнего мира, там, специальным искусственным способом, там, добавляются в блоки,
1676800	1682020	но решения о консенсусе, о том, какой блок следующий, какие транзакции валидные, какие нет,
1682080	1688960	как бы, принимаются только на основании протокола блокчейна и данных, которые есть в блоках.
1690100	1690460	Вот.
1690460	1696360	Соответственно, транзакции с этих блоков, как я сказал, как бы, накатываются на этот, как бы, state db,
1696940	1698460	и в конце концов появляется...
1698900	1703960	Кто-то, уж не важно, кто там, 50-ый блок, там, или вот этот 51-ый победил,
1704380	1713340	в конце концов, 51-ый блок доезжает, таки, как бы, уже возвращается обратно из пилинговой сети в тот компьютер,
1713340	1716440	к которому обращался Вася, когда отправлял твою транзакцию.
1716760	1723960	Этот компьютер получает блок номер 51, вот, ну, предположим, вот здесь, в 51-ом блоке его транзакция была.
1724340	1728480	Ну или там, мы в 50-ом договорились, как бы, вот здесь, что была транзакция.
1728900	1732300	Ну, соответственно, победила вот эта вот цепочка, вот.
1732300	1738900	И Вася, соответственно, обращается сюда и видит, так, все, 51-ый блок был накачан на state db,
1739340	1744740	и он просто спрашивает баланс, как бы, у этой базы данных, как бы, и она ему говорит, Вася, у тебя теперь 90,
1744900	1749600	а у Пети теперь, там, не знаю, 110, там, эфира, например.
1750340	1750840	Вот.
1751340	1757140	Это вот такая, как бы, общая схема процессинга транзакций в блокчейнах.
1758900	1769760	Она стоит на трех таких китах криптографических, там, ну, вот, если, там, пример, короче говоря, там, транзакции,
1771040	1777360	ну, это мы с вами еще, как бы, посмотрим, как бы, тут, наверное, интересно, как бы, там, индекс транзакции,
1777580	1786720	то есть, кому она отправлена, вот, то, что есть хэш-блока, которому она принадлежит, как бы, от кого она отправлена, там, и так далее.
1786720	1787980	Номер блока тоже.
1788900	1795960	То, что я вам пишу 4950, у этого есть название в блокчейне «высота», то есть, это, как бы, высота блока, хэй.
1796940	1799980	И, может быть, много блоков, как бы, с одной и той же высотой.
1800700	1801080	Вот.
1801400	1803280	Значит, поехали дальше.
1803440	1806100	Значит, как вот эта вот вся история организована?
1806400	1810280	То есть, на чем вообще вся безопасность этой штуки зиждется?
1811860	1816060	Первый слон, на котором это все стоит, это хэширование.
1818900	1826500	У нас будет лекция по симметричной криптографии, мы обязательно глубоко посмотрим, как строятся, как бы, эти правильные протоколы,
1826500	1833140	но, как бы, что такое криптографический хэш, вы должны, прям, знать, прям, ну, на зубок.
1834080	1844580	То есть, изначально эта история пришла из симметричных криптосистем, где у нас было какое-то открытое сообщение, значит, Алиса Боб,
1844580	1848580	они знают какое-то секретное слово или, там, паролька.
1848900	1850320	Которое мы будем называть ключом.
1851020	1861460	Алиса зашифровывает свое сообщение секретное, точнее, зашифровывает вот это M, открытый месседж, секретным ключом.
1862520	1866740	Получает шифротекст, вот этот вот C, отправляет его Бобу.
1866820	1868580	Боб, соответственно, делает декрипшн.
1868580	1876420	И тем же самым секретным ключом расшифровывает шифротекст и получает открытые сообщения обратно.
1877320	1878580	Такая, как бы...
1878900	1879980	Ну, общая схема.
1880800	1885340	И вот эти все алгоритмы, они очень широко используются.
1885580	1892960	Сейчас там любой там трафик, как бы, шифруется, как бы, все эти, все вы, как бы, эти, наверное, как бы, уже многие, как бы, про эти алгоритмы слышали.
1893820	1903320	Но очень важно, как бы, понимание математических свойств, которые называются рассеивание и перемешивание.
1903320	1907320	Мы еще раз на них, как бы, остановимся, чтобы у вас не было никогда...
1908900	1909900	Каких-то иллюзий.
1910300	1913140	Но смотрите, я смотрю на EtherScan.
1915160	1916060	Вот здесь вот.
1916540	1918820	Вижу, короче, какой-нибудь хэш-транзакция.
1919120	1921900	Вот у меня есть транзакция, а вот ее криптографический хэш.
1923300	1936940	Вот как думаете, можно найти где-нибудь в эфире или в мире, как бы, хэш, который расположен там в радиусе, там, не знаю, там, ну, в диапазоне, там, хотя бы, там, не знаю, там, 100 миллиардов, как бы, от этого хэша?
1938900	1956020	Ну, я, как бы, к тому, что криптографические это такие, как бы, штуки, что вы не найдете два даже близко похожих хэша, которые отличаются там на 10, на 100, на миллион, на миллиард, на 100 тысяч миллиардов.
1956020	1966000	То есть числа слишком большие, и сделано это так, чтобы хэши были уникальными цифровыми идентификаторами любой информации.
1966000	1975340	То есть взяли букву А, получили от нее хэш, взяли букву Б, взяли от нее хэш, они вообще не похожи, как бы, вот эти хэши криптографические.
1975840	1979040	Сделано это за счет вот этого рассеивания и перемешивания информации.
1979540	1988080	Это вот то, над чем работал Тюринг, Шеннон и так далее, собственно, криптографы-математики, которые сделали аппарат математический для шифрования.
1988580	1990280	В чем суть этих штук?
1990280	1995760	Смотрите, у нас есть открытые сообщения, какая-то цепочка бит, ну, прям уже симметричные.
1996220	1999020	Криптографии работают исключительно с битами.
1999900	2005180	У нас есть какой-то ключ секретный, там, 0, 1, 1, 1, там, 0, 0, 0, неважно.
2005740	2015320	Затем мы делаем наше какое-то там зашифрование, расшифрование, то есть какой-то хитрый алгоритм придумали и получили шифротекст.
2016060	2020880	Он тоже там 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, там, 1.
2021520	2025060	Вот, значит, что такое рассеивание и перемешивание?
2026000	2034540	Это свойство хорошего шифра, то есть в чем суть вот этого аппарата, который разработал Тюринг и Шеннер?
2034580	2041600	Вы придумали хитрый способ шифрования, хотите проверить, он хороший или плохой, или вы где-то накосячили, у вас в математике есть какие-то перекосы.
2042000	2043920	Как понять, хороший шифр или плохой?
2044060	2048840	И вот как бы хороший шифр обеспечивает вот это вот рассеивание и перемешивание.
2048840	2051320	Значит, что такое рассеивание?
2051380	2055840	Рассеивание говорит о том, что если я изменю 1 бит...
2056000	2068380	Даже 1 бит в исходном тексте и проведу вот эту вот операцию, этот бит повлияет на все биты очень сильно шифротекста.
2068620	2071380	То есть он должен так типа рассеяться как бы по ним.
2072000	2073820	Значит, что значит очень сильно повлияет?
2073820	2084480	Очень сильно повлияет, это означает то, что каждый бит вот этого сообщения поменяет свое значение, инвертируется с вероятностью 1, 2.
2084840	2085820	То есть это тоже, в принципе...
2086000	2088020	Очень как бы легко на пальцах понять.
2088740	2099500	То есть я изменил здесь буквально 1 бит, и где-то примерно 50% битов шифротекста должны измениться, должны измениться в свое значение.
2099600	2100740	Не знаю, какие как бы.
2101220	2104500	Понятно, что детерминированные, ведь мне же надо обратно восстановить, да?
2104500	2110980	То есть алгоритм должен уметь обратно как бы это дело восстанавливать, а не просто там взять рандомные биты, как бы поменять.
2111060	2115880	Он должен специальным как бы способом сделать так, чтобы изменение одного бита повлияло...
2116000	2118360	Вот на вот эти вот все, максимально.
2118940	2121260	Причем именно как бы с вероятностью 1, 2.
2121820	2128880	Потому что если будут какие-то перекосы, например, там только последние биты изменятся, или только первый бит изменится,
2129320	2133640	это все позволит как бы проводить такой как бы частотный криптоанализ,
2133820	2139560	очень там, соответственно, хотя бы примерно угадывать, что там находится как бы за шифротекстом.
2140340	2140540	Вот.
2141360	2143240	А этого не должно быть.
2144600	2145080	Поэтому...
2145080	2145980	Это рассеивается.
2146000	2149020	Рассеивание, перемешивание, это тоже свойство, но оно касается ключа.
2149140	2155340	То есть я не трогаю вообще как бы исходное сообщение, я как бы меняю в нем один бит,
2155520	2160140	и точно так же это делает это сильнейшее влияние как бы на весь шифротекст.
2160360	2165960	То есть неважно как бы, если я букву А как бы зашифровал как бы одним ключом,
2166320	2171140	и получил как бы какой-то шифротекст, и такую же букву А зашифровал ключом,
2171140	2175980	который на один бит отличается от этого, у меня будут совершенно разные шифротексты.
2176000	2179540	Вот они прямо-прямо-прямо-прямо совсем никак не сравнимы.
2179640	2181960	Хотя как бы ключи на один бит всего отличаются.
2182540	2185040	Ну и то же самое касается как бы и открытых текстов.
2185520	2191260	Вот это два таких очень мощных свойства, из которых еще можно довольно интересную штуку углядеть.
2191660	2196940	Если вы будете смотреть на зашифрованные данные современными хорошими криптопротоколами
2196940	2201720	и начнете в них как бы мерить количество единичек и ноликов,
2202260	2204000	то вы увидите, что их примерно поровну.
2204000	2205000	Ну вот из того, что...
2206000	2209980	Я сказал, да, что типа примерно с вероятностью одна-вторая должны поменять значение,
2210520	2216840	выглядят эти шифротексты так, как будто кто-то монетку сидит и подбрасывает.
2216940	2222740	Орел-решка, орел-решка, орел-решка в разных комбинациях,
2222780	2226680	но никакой статистики отсюда вы вывести не можете.
2226880	2230000	То есть малейший перепост там куда-нибудь, там не знаю,
2230000	2234180	если здесь больше ноликов, то вот и здесь как бы больше ноликов.
2234400	2236000	Это уже дыра в криптопротоколах.
2236000	2241460	То есть это уже как бы позволяет криптоаналитикам уже что-то там,
2242020	2248580	какие-то предположения как бы о внутреннем документе шифровальному иметь.
2249500	2255000	И вот это вот свойство как раз хэширования построено как раз на вот этих вот алгоритмах.
2256400	2261200	Ну по большей части там очень-очень похожая история.
2261200	2264600	Значит для того, чтобы достичь вот такой штуки,
2266000	2270080	в мире битов, знаете, не так много хороших операций обратимых.
2270540	2274700	Там есть ксор какой-нибудь, есть там циклический сдвиг,
2274980	2277760	то есть можно там циклически сдвигать там вправо-влево,
2278200	2282020	можно поделить на куски как бы и снова собрать одну половину,
2282100	2284480	там не знаю, поксорить как бы, а другую сдвинуть.
2284800	2288080	То есть на самом деле операций, которые можно сделать бинарных,
2288080	2289380	их не так уж и много.
2290740	2294960	Вот, потому что да, когда у вас есть как бы вся вселенная из двух чисел состоит,
2295040	2295780	вы не так много.
2296000	2297120	Вы с ними можете делать.
2298720	2301920	И поэтому как бы все вот эти вот алгоритмы современного шифрования,
2301920	2305040	они вот берут исходный текст, там что-то его разделяют на куски,
2305040	2309040	там ксорят с ключом, потом сдвигают там на три позиции влево,
2309040	2312040	потом опять ксор, потом на пять позиций вправо,
2312540	2314160	потом там что-то замены и так далее.
2314160	2316000	Все это как раз с вами как бы обсудим.
2316400	2319160	Но получается вот такая вот каша как бы из битов.
2320640	2325080	И если мы, например, возьмем с вами какой-нибудь алгоритм шифрования,
2326000	2329360	скажем, современный, и начнем им шифровать один,
2329720	2334380	потом двойку зашифруем, тройку зашифруем, четверку, пятерку и так далее,
2334580	2336400	с одним и тем же как бы ключом,
2337200	2340560	то у нас будет получаться вот такая последовательность чисел,
2341560	2343500	которая называется псевдослучайная.
2344840	2348240	То есть она снаружи, если вы начнете статистику мерить этих чисел,
2348240	2352000	она будет как будто выбрасывать случайные числа, как в лотерею как бы играете.
2352900	2355120	Вот, они будут с равными вероятностями.
2356000	2359300	То есть абсолютно ровно размазанные по числовой кривой.
2362240	2366100	Это следует как раз из свойства как бы хорошего криптоалгоритма.
2366300	2372440	И на основе как бы вот этих вот симметричных шифрований построены генераторы случайных чисел,
2372520	2375560	которые вы используете в своих программах на всякие ранды и так далее.
2375680	2378000	То есть они все как бы вот эти механизмы используют.
2379080	2386000	А хэширование, ну смотрите, хэширование, оно тоже строится на вот этих симметричных,
2386080	2390580	алгоритмах, оно говорит, но это алгоритм полностью публичный.
2390720	2396000	То есть он вообще открытый, то есть ключ все знают, например, ключ равен 1, 2, 3, 4, 5.
2396820	2399040	И алгоритм хэширования может выглядеть так.
2399460	2404360	Берем файл произвольной длины или файл в строчку бит, как бы неважно,
2404360	2409360	там 1 петабайт, 1 мегабайт, 1 килобайт, неважно, как бы огромной длины.
2410140	2415620	Берем как бы его поблочно, берем первый блок, зашифровываем его,
2416000	2421240	этим вот нашим как бы ключиком, получаем какой-то зашифрованный текст,
2421840	2426560	сцепляем его со следующим блоком, проводим еще одно там шифрование,
2427660	2430520	сцепляем его со следующим блоком, вот.
2430520	2433460	И у нас получается такой последний как бы блочок,
2434040	2437620	вот, ну пускай длина будет, ну современные как бы алгоритмы шифрования,
2437780	2441400	хорошие там AES, как бы они работают с блоками длиной 256 бит.
2441960	2445340	То есть такая как бы сейчас считается как бы секьюрная битность,
2445340	2447500	в современных криптоалгоритмах.
2447860	2456980	Размер ключа 256 бит, размер блока там 256 бит, и так далее, это вам обсудим.
2456980	2459400	И вот у нас получился вот такой вот последний блок.
2459800	2463240	И смотрите, какой он интересный, он зависит от всех битов вот этого файла.
2463380	2466100	Причем неважно, даже если этот файл петабайт занимает,
2466200	2467980	то есть если он просто немеренно огромный,
2468960	2471500	стоит вам тронуть один бит в любом из этих блоков,
2471540	2475320	у вас разломается вот этот вот, разломается вот этот вот, разломается.
2475340	2478860	Вот этот вот, и вы получите совершенно другой хэш, абсолютно.
2479480	2482080	То есть прям, который будет отличаться очень сильно.
2482820	2486240	Отличаться очень сильно, вы уже тоже знаете, как бы, что значит очень сильно.
2486300	2490980	Очень сильная в криптографии, это означает, что примерно половина битов,
2491020	2493760	как бы, поменяла свое значение.
2493860	2498620	Вот, и вот эта вот штука является таким прекрасным цифровым отпечатком,
2499160	2500780	таким идентификатором данных.
2501400	2504660	Используется вообще повсеместно, как бы, хэширование где угодно,
2504660	2505200	там, не знаю.
2505340	2509880	В файловых системах, в телекоммуникациях, там, ой, ну, как бы,
2509960	2512980	очень широко используемые алгоритмы, вот.
2513380	2517280	Ну, и, конечно же, как бы, как раз вот эти вот в крипте,
2517420	2520360	это хэши блоков, это хэши транзакций.
2520840	2523420	То есть, если вы видите, как бы, хэш-транзакции,
2523500	2525500	вы можете, как бы, самостоятельно проверить,
2525920	2529220	что вот тело этой транзакции, вот оно там с точностью до бита,
2529600	2532420	там, ну, прям вот ее, типа, RAW-образ,
2532420	2534660	который, как бы, там, не знаю, там, пачка,
2534660	2539060	это байт, что она, ну, не была, там, не знаю, подделана,
2539160	2541080	что она была, как бы, представлена и так далее.
2541200	2543300	И, в принципе, когда кто-то кому-то криптой платит,
2543340	2547000	он обычно кидает, как бы, вот я тебе заплатил, как бы, не знаю,
2547100	2549900	вот хэш-транзакции, иди, как бы, посмотри по нему.
2550560	2553480	Я могу сходить на сайт, но могу, в общем-то, и сам обратиться
2553480	2555720	к своей собственной ноде блокчейна и сказать,
2555900	2557720	типа, найди мне по хэшу эту транзакцию.
2558420	2562440	В торрентах файлы ищутся по хэшам, вот.
2562440	2564640	Во всех, там, не знаю, там, облаках и так далее.
2564660	2568660	Для исключения дубликатов тоже, как бы, файлы обязательно хэшируют,
2569340	2572240	сохранятся, как бы, их хэши цифровые, в первую очередь.
2572720	2576080	Это, вот, собственно, такой первый, как бы, такой криптографический слон,
2576180	2577420	на котором все это строится.
2578380	2580240	Второй слон – это цифровая подпись.
2580460	2585140	Тоже мы, тоже бежим, как бы, галопом по Европам в данном случае.
2585320	2587340	Это концепция асимметричной криптографии.
2587500	2589740	Появилась она, там, в 70-х годах.
2591080	2594440	Значит, там, мы с вами посмотрим, как бы, и Диффи Хелм,
2594520	2594640	и так далее.
2594660	2596740	Используется тоже крайне широко.
2597900	2601440	Там кто-то любит приводить, не знаю, сдачу бухгалтерской отчетности,
2601560	2604660	там, ЭЦП, которые получают, как бы, в центрах.
2605960	2609020	Но, на самом деле, самое широкое применение вот здесь, вот.
2609340	2610600	Вот в этом замочке, как бы.
2610680	2614660	Когда вы соединяетесь с сайтом по протоколу HTTPS,
2616440	2619480	то есть, когда вы, как бы, я захожу на Google.com,
2619900	2623200	мой браузер просит Google.com доказать, как бы,
2623200	2624640	что это он мне сейчас отдает.
2624660	2625520	Вот веб-страницу.
2626320	2632640	То есть, он его просит подписать данные, которые подготовил мой браузер.
2632820	2635200	Ну, грубо говоря, мой браузер кидает в Google рандом и говорит,
2635280	2637160	а подпиши-ка своим публичным ключом.
2638000	2638340	Вот.
2638420	2642160	И, соответственно, Google подписывает, и тогда мой браузер уверен,
2642200	2643400	что попал туда, куда надо.
2643980	2647520	Значит, сама концепция вот этих вот публичных, приватных ключей.
2649380	2653160	Там под капотом, на самом деле, ну, значит, представьте,
2653160	2654480	у меня есть там у нас, опять же,
2654660	2659200	Алиса и Боб, они могут при помощи некого математического алгоритма
2659280	2663200	создать пару чисел, значит, одну из них назовем публичный ключ,
2663280	2664840	а другую назовем секретный ключ.
2665480	2669360	Публичный ключ, типа, можно шарить, можно там куда угодно, там, не знаю,
2669420	2674060	показывать как угодно, а секретный ключ всегда лежит приватный,
2674240	2677540	сохраненный, как бы, никогда не покидает там устройство, там,
2679360	2681160	то есть его Алиса хранит в секрете.
2681620	2684420	Вот, значит, строятся они.
2684420	2689400	Ну, на самом деле, пара этих чисел, как бы, строится на основании так называемых
2689460	2690600	односторонних функций.
2692100	2697100	Например, как бы, зная секретный ключ, получить публичный ключ легко вычислить,
2697180	2701240	а зная публичный ключ, вычислить секретный ключ вычислить невозможно.
2701980	2707060	Ну, можно привести в качестве примера вот такую функцию g степени x по модулю p.
2707660	2712240	Это криптсистема RCA строится на основе такой вот, как бы, функции.
2714420	2721940	Значит, предположим, y – это у нас публичный ключ, а вот это у нас секретный ключ x.
2722860	2728520	Значит, зная x, ну, это публичные параметры, просто огромные числа, там, не знаю,
2728600	2732860	типа вот такие 2 в 2048, ну, то есть прям огроменные.
2733720	2739860	Зная x, ой, зная x, да, получить y очень просто, потому что возведение в степень,
2739860	2743920	если кто-то там с логарифмами дело имел, да, то возведение в степень, оно такое,
2743920	2745300	очень здорово оптимизировано.
2745800	2750360	То есть там берутся, возводятся степени, там, близкие к степени двойки, вот, в общем,
2750460	2752160	там этот логарифм работает реально быстро.
2752880	2758980	А вот обратно посчитать так называемый дискретный логарифм, а пупайка, нельзя.
2759360	2764720	Для таких чисел, как бы, это безумное вычисление, как бы, и сейчас это сделать невозможно.
2765620	2771160	Есть там алгоритм Шора, который на квантум-компьютере в теории, как бы, позволяет,
2771220	2772880	как бы, вот это дело, как бы, крэкать.
2773920	2779120	Вот ломать, там, считать эти дискретные логарифмы, но, как бы, пока еще до этого далеко.
2779920	2782740	Вот, в общем, это такая, как бы, пример односторонней функции.
2783180	2784920	Вот у нас есть вот такая вот пара чисел.
2785500	2790860	А теперь представьте, что мы их приспособили для того, чтобы зашифровывать и расшифровывать информацию.
2790860	2797620	То есть, как бы, спрятали информацию, получили какой-то шифротекст, раскрыли ее.
2798320	2803060	Значит, в этих криптосистемах, так они и так и называются, асимметричные,
2803720	2803860	публикация.
2803920	2807280	Вот личный ключ, если что-то мы зашифровываем публичным ключом,
2807320	2809980	то мы его можем расшифровать при помощи секретного.
2811120	2811940	И наоборот.
2812520	2818460	То есть, если мы что-то зашифровали при помощи секретного, мы можем разшифровать при помощи
2818460	2818920	публичного.
2818920	2825400	Ну, такой, как бы, сделали, ребята такой математический аппарат, который позволяет
2826060	2830480	сгенерировать два числа, которые обладают такими свойствами и описали, как при помощи
2831080	2833720	публичного ключа расшифровать, а секретного расшифровать.
2833720	2845440	Соответственно, то, что зашифровано публичным ключом, расшифровать может только тот, кто знает секретный ключ.
2846300	2847460	Остальные не могут.
2848100	2853840	Первая схема, которая здесь напрашивается, эта схема называется секретной передачей информации.
2853960	2857160	Это когда Алиса говорит, Боб, вот тебе мой публичный ключ.
2857160	2860040	Здесь у нас будет Алиса и секретный ключ Алиса.
2860040	2867000	Давай зашифровывай для меня данные при помощи моего публичного ключа.
2867360	2869480	И Боб, собственно, вот это и делает.
2870860	2876160	То есть, по сути, и только Алиса, соответственно, может их расшифровать.
2879440	2881660	Чем эта схема удобна?
2881660	2888400	Еще с точки зрения телекома, это тем, что Алиса может рассказать свой публичный ключ вообще всем, всему миру.
2889000	2889760	Алиса, например.
2889760	2890380	Алиса, например, это Google.
2891900	2897820	И говорит, кто хотите, можете для меня информацию зашифровывать моим публичным ключом.
2898240	2899040	Любую, как бы.
2899680	2903720	И нам не нужно вот этот вот обмен ключами, там что-то там еще делать.
2904080	2907300	Она позволяет такие неинтерактивные схемы строить.
2907960	2910300	Но нам эта история не сильно, как бы, интересна.
2910340	2912000	Нам интересно вот это вот.
2912240	2914140	То есть смена ролей этой штуки.
2914180	2915760	Это схема электронной подписи.
2916320	2919600	Значит, вот ее тоже надо.
2919760	2921760	Нам очень хорошо, как бы, понимать, как она работает.
2922480	2925480	Итак, у Алисы есть публичный ключ, есть секретный ключ Алисы.
2926740	2931380	Она Бобу, как бы, сообщает, каким образом, каким-то образом, свой публичный ключ.
2931560	2936700	Говорит, Боб, проверяй мою электронную подпись при помощи него, при помощи моего публичного ключа.
2937140	2938800	Затем у нее есть какой-то документ.
2940080	2945800	Я юристам люблю вот так вот рисовать, да, какой-то, не знаю, файл, транзакция, как бы, неважно.
2945800	2946920	Какой-то бинарный буфер.
2948000	2948180	Вот.
2948600	2949680	И она хочет.
2949760	2950500	Она хочет его подписать.
2951620	2952060	Подписать.
2952140	2959640	То есть она хочет продемонстрировать всем, у кого есть публичный ключ Алисы, что она запроцессила вот этот файл, как бы, до последнего бита.
2959820	2969000	То есть она либо документ в Варде глазами посмотрела, либо ее сервер, как бы, провалидировал вот эту транзакцию и сказал, типа, ок.
2969500	2970360	Значит, что она делает?
2970900	2973980	Она считает криптографический хэш от вот этой штуки.
2974940	2978980	Затем она этот хэш зашифровывает своим секретным ключом.
2979760	2980940	Вот этот вот хэш.
2981500	2986800	И получившаяся вот эта штука, как бы, является электронной подписью этого документа.
2986900	2989820	Сам документ не секретный, так как схема, как бы, подписи.
2990300	2992220	Нам там прятать ничего не надо.
2992960	2995960	И вот эта вот штуковина, она полностью, как бы, отправляет Бобу.
2996580	2998380	Боб получает, как бы, документ.
2998980	3004260	Возможно, его перехватили, там, что-нибудь поправили здесь, там, 10 тысяч на 100 тысяч, там, и так далее, и так далее.
3005120	3005520	Вот.
3005520	3005580	Вот.
3006020	3009740	Получает ее электронную подпись и делает обратную.
3009760	3015680	То есть он берет электронную подпись, берет публичный ключ Алисы, который ей тоже понадобится.
3016820	3021120	Затем он расшифровывает публичным ключом Алисы вот эту подпись.
3022300	3026760	И должен, по идее, получить хэш документа, если все верно.
3027600	3027720	Вот.
3027880	3030540	Но он его считает, конечно, и самостоятельно.
3031120	3031760	И потом сравнивает.
3032900	3038920	Соответственно, если они равны, то только Алиса при помощи своего секретного ключа могла поставить, как бы, вот эту электронную подпись.
3039760	3054100	Ну, соответственно, если, как бы, подпись неверна, то Боб ничего не может сказать точно, потому что у него то ли здесь что-то испортилось, то ли здесь что-то испортилось, может, здесь что-то испортилось.
3054200	3055800	То есть просто неверна и неверна.
3056600	3056960	Вот.
3057060	3063840	И, как бы, понятно, что по свойствам, как бы, шифрования, да, вот, отличия этих хэшей, они будут очень большие.
3064180	3067760	То есть там какие-то прям очень серьезные, как бы, потому что есть рассеивание, перемешивание.
3067760	3068200	Вот.
3069440	3069760	Это электронная.
3069760	3070540	Это электронная подпись.
3071280	3072920	Значит, да.
3073380	3076680	Не могли бы еще раз повторить про электронную подпись?
3077840	3079540	С момента подписания?
3080120	3083880	С момента, да, того, как, ну, после получения ее.
3084500	3086220	А, еще раз, после получения.
3086300	3090220	Значит, Алиса сделала как раз вот эту вот электронную подпись.
3091540	3092120	Так вот.
3092960	3094800	Отправила этот документ Бобу.
3095580	3096000	Вот.
3096000	3099320	Ну, и я там, не знаю, там, хотите, если еще.
3099320	3106480	Если еще аналогию, то это какая-нибудь компания, которая сдала бухгалтерскую отчетность, сделала зип-файл.
3107340	3109660	У этой компании есть секретный ключ.
3110140	3114640	Она этим секретным ключом этот зип-файл подписала и отправила в налоговую.
3114720	3115700	Здесь, как бы, налоговая.
3115760	3120200	А в налоговой есть табличка, как бы, что ООО там такое-то, такое-то.
3120300	3122140	У него вот такой-то публичный ключ.
